order_id,operational_date,shift,picking_time_seconds,packing_accuracy_status
ORD-027326,12-05-2026,B,115.17,1
ORD-027327,26-05-2026,B,98.75,1
ORD-027328,20-05-2026,B,100.08,1
ORD-027329,14-05-2026,B,116.05,0
ORD-027330,13-05-2026,B,93.22,1
ORD-027331,16-05-2026,B,80.93,1
ORD-027332,30-05-2026,B,88.21,1
ORD-027333,22-05-2026,B,90.41,1
ORD-027334,07-05-2026,B,103.02,1
ORD-027335,09-05-2026,B,77.94,1
ORD-027336,26-05-2026,B,116.72,1
ORD-027337,14-05-2026,B,99.93,1
ORD-027338,21-05-2026,B,82.88,1
ORD-027339,22-05-2026,B,88.74,1
ORD-027340,10-05-2026,B,87.13,1
ORD-027341,14-05-2026,B,122.56,1
ORD-027342,11-05-2026,B,126.44,1
ORD-027343,24-05-2026,B,101.64,1
ORD-027344,13-05-2026,B,96.65,1
ORD-027345,18-05-2026,B,131.97,1
ORD-027346,15-05-2026,B,104.08,1
ORD-027347,07-05-2026,B,93.12,1
ORD-027348,13-05-2026,B,78.59,1
ORD-027349,09-05-2026,B,126.8,1
ORD-027350,15-05-2026,B,100.59,1
ORD-027351,25-05-2026,B,73.35,1
ORD-027352,17-05-2026,B,93.06,1
ORD-027353,18-05-2026,B,61.45,0
ORD-027354,29-05-2026,B,92.1,1
ORD-027355,30-05-2026,B,83.11,1
ORD-027356,28-05-2026,B,95.65,1
ORD-027357,28-05-2026,B,69.1,1
ORD-027358,11-05-2026,B,92.27,1
ORD-027359,21-05-2026,B,106.48,1
ORD-027360,02-05-2026,B,77.56,1
ORD-027361,17-05-2026,B,118.18,1
ORD-027362,20-05-2026,B,95.32,1
ORD-027363,12-05-2026,B,101.92,1
ORD-027364,21-05-2026,B,86.5,1
ORD-027365,19-05-2026,B,100.08,1
ORD-027366,25-05-2026,B,106.65,1
ORD-027367,23-05-2026,B,96.11,1
ORD-027368,15-05-2026,B,73.3,1
ORD-027369,18-05-2026,B,69.23,1
ORD-027370,19-05-2026,B,100.74,1
ORD-027371,16-05-2026,B,108.71,1
ORD-027372,05-05-2026,B,92.14,1
ORD-027373,04-05-2026,B,113.91,1
ORD-027374,04-05-2026,B,101.29,1
ORD-027375,27-05-2026,B,82.27,1
ORD-027376,03-05-2026,B,146.18,1
ORD-027377,23-05-2026,B,94.5,1
ORD-027378,26-05-2026,B,87.26,1
ORD-027379,09-05-2026,B,100.87,1
ORD-027380,08-05-2026,B,78.11,1
ORD-027381,20-05-2026,B,113.28,1
ORD-027382,23-05-2026,B,73.65,1
ORD-027383,20-05-2026,B,45.92,1
ORD-027384,02-05-2026,B,65.82,1
ORD-027385,20-05-2026,B,91.97,1
ORD-027386,17-05-2026,B,108,1
ORD-027387,18-05-2026,B,113.61,1
ORD-027388,11-05-2026,B,140.16,1
ORD-027389,17-05-2026,B,92.4,1
ORD-027390,01-05-2026,B,65.9,1
ORD-027391,23-05-2026,B,69.83,1
ORD-027392,15-05-2026,B,142.08,1
ORD-027393,30-05-2026,B,134.35,1
ORD-027394,15-05-2026,B,84.94,1
ORD-027395,21-05-2026,B,101.61,1
ORD-027396,18-05-2026,B,88.52,1
ORD-027397,14-05-2026,B,103.83,1
ORD-027398,08-05-2026,B,102.61,1
ORD-027399,21-05-2026,B,117.66,1
ORD-027400,21-05-2026,B,88.7,1
ORD-027401,13-05-2026,B,107.39,1
ORD-027402,04-05-2026,B,92.12,1
ORD-027403,22-05-2026,B,70.68,1
ORD-027404,23-05-2026,B,114.38,1
ORD-027405,04-05-2026,B,74.11,0
ORD-027406,30-05-2026,B,119.57,1
ORD-027407,21-05-2026,B,95.44,1
ORD-027408,17-05-2026,B,121.66,1
ORD-027409,09-05-2026,B,96.81,1
ORD-027410,08-05-2026,B,69.39,1
ORD-027411,04-05-2026,B,102.52,1
ORD-027412,05-05-2026,B,73.75,0
ORD-027413,08-05-2026,B,91.17,1
ORD-027414,05-05-2026,B,56.72,1
ORD-027415,06-05-2026,B,124.11,1
ORD-027416,21-05-2026,B,99.03,1
ORD-027417,09-05-2026,B,111.98,1
ORD-027418,25-05-2026,B,90.07,1
ORD-027419,08-05-2026,B,138,1
ORD-027420,23-05-2026,B,100.52,1
ORD-027421,17-05-2026,B,90.53,1
ORD-027422,28-05-2026,B,66.97,0
ORD-027423,03-05-2026,B,51.77,1
ORD-027424,25-05-2026,B,89.56,1
ORD-027425,14-05-2026,B,55.19,1
ORD-027426,17-05-2026,B,87.8,1
ORD-027427,23-05-2026,B,75.94,1
ORD-027428,16-05-2026,B,96.7,1
ORD-027429,26-05-2026,B,81.21,1
ORD-027430,27-05-2026,B,98.14,1
ORD-027431,24-05-2026,B,117.22,0
ORD-027432,09-05-2026,B,95.88,1
ORD-027433,25-05-2026,B,138.69,1
ORD-027434,07-05-2026,B,94.85,1
ORD-027435,08-05-2026,B,78.01,1
ORD-027436,08-05-2026,B,78.91,1
ORD-027437,16-05-2026,B,57.71,1
ORD-027438,01-05-2026,B,104.43,1
ORD-027439,23-05-2026,B,85.07,1
ORD-027440,08-05-2026,B,88.86,0
ORD-027441,06-05-2026,B,135.21,1
ORD-027442,30-05-2026,B,70.63,1
ORD-027443,18-05-2026,B,99.09,1
ORD-027444,30-05-2026,B,112.05,1
ORD-027445,24-05-2026,B,104.33,1
ORD-027446,02-05-2026,B,88.25,1
ORD-027447,07-05-2026,B,103.01,1
ORD-027448,24-05-2026,B,30,1
ORD-027449,17-05-2026,B,78.01,1
ORD-027450,29-05-2026,B,110.92,1
ORD-027451,07-05-2026,B,73.18,1
ORD-027452,11-05-2026,B,78.79,1
ORD-027453,11-05-2026,B,73.79,1
ORD-027454,08-05-2026,B,98.55,1
ORD-027455,04-05-2026,B,78.87,1
ORD-027456,25-05-2026,B,81.4,1
ORD-027457,25-05-2026,B,54.8,1
ORD-027458,29-05-2026,B,123.29,1
ORD-027459,10-05-2026,B,104.64,1
ORD-027460,12-05-2026,B,117.13,1
ORD-027461,09-05-2026,B,108.76,1
ORD-027462,07-05-2026,B,115.75,1
ORD-027463,04-05-2026,B,59.65,1
ORD-027464,25-05-2026,B,59.22,1
ORD-027465,23-05-2026,B,69.26,1
ORD-027466,03-05-2026,B,88.56,1
ORD-027467,03-05-2026,B,109.24,1
ORD-027468,27-05-2026,B,110.21,1
ORD-027469,12-05-2026,B,97.72,0
ORD-027470,30-05-2026,B,112.69,1
ORD-027471,19-05-2026,B,98.45,1
ORD-027472,17-05-2026,B,132.57,1
ORD-027473,24-05-2026,B,88.18,0
ORD-027474,09-05-2026,B,67.18,1
ORD-027475,16-05-2026,B,112.79,1
ORD-027476,27-05-2026,B,91.54,1
ORD-027477,02-05-2026,B,109.24,0
ORD-027478,21-05-2026,B,107.07,0
ORD-027479,09-05-2026,B,86.33,0
ORD-027480,09-05-2026,B,66.04,0
ORD-027481,01-05-2026,B,71.87,1
ORD-027482,02-05-2026,B,84.73,1
ORD-027483,23-05-2026,B,86.8,1
ORD-027484,10-05-2026,B,72.04,1
ORD-027485,29-05-2026,B,89.53,0
ORD-027486,17-05-2026,B,95.07,1
ORD-027487,13-05-2026,B,115.62,1
ORD-027488,28-05-2026,B,74.43,1
ORD-027489,03-05-2026,B,85.24,1
ORD-027490,11-05-2026,B,88.18,1
ORD-027491,22-05-2026,B,112.89,1
ORD-027492,02-05-2026,B,93.2,1
ORD-027493,21-05-2026,B,106.14,1
ORD-027494,13-05-2026,B,86.7,1
ORD-027495,28-05-2026,B,93.34,1
ORD-027496,06-05-2026,B,99.7,1
ORD-027497,05-05-2026,B,114.22,1
ORD-027498,22-05-2026,B,52.68,1
ORD-027499,04-05-2026,B,59.75,1
ORD-027500,06-05-2026,B,94.17,1
ORD-027501,22-05-2026,B,123.72,1
ORD-027502,28-05-2026,B,73.16,1
ORD-027503,12-05-2026,B,118.34,0
ORD-027504,29-05-2026,B,99.86,1
ORD-027505,26-05-2026,B,70.04,0
ORD-027506,24-05-2026,B,90.33,1
ORD-027507,17-05-2026,B,64.54,1
ORD-027508,29-05-2026,B,70.73,1
ORD-027509,22-05-2026,B,56.87,0
ORD-027510,23-05-2026,B,77.94,1
ORD-027511,28-05-2026,B,91.75,1
ORD-027512,26-05-2026,B,123.04,1
ORD-027513,17-05-2026,B,109.68,1
ORD-027514,20-05-2026,B,82.77,1
ORD-027515,06-05-2026,B,105.12,1
ORD-027516,22-05-2026,B,112.45,1
ORD-027517,29-05-2026,B,118.78,1
ORD-027518,29-05-2026,B,75.66,1
ORD-027519,23-05-2026,B,66.45,0
ORD-027520,04-05-2026,B,122.55,1
ORD-027521,09-05-2026,B,111.65,0
ORD-027522,07-05-2026,B,105.97,1
ORD-027523,13-05-2026,B,73.99,1
ORD-027524,28-05-2026,B,112.55,1
ORD-027525,06-05-2026,B,94.1,1
ORD-027526,03-05-2026,B,88.74,1
ORD-027527,24-05-2026,B,78.72,1
ORD-027528,25-05-2026,B,73.97,1
ORD-027529,03-05-2026,B,108.3,1
ORD-027530,07-05-2026,B,98.01,1
ORD-027531,05-05-2026,B,119.79,0
ORD-027532,09-05-2026,B,90.5,1
ORD-027533,10-05-2026,B,109.86,1
ORD-027534,04-05-2026,B,74.57,1
ORD-027535,13-05-2026,B,100.81,1
ORD-027536,29-05-2026,B,60.95,1
ORD-027537,20-05-2026,B,76.58,1
ORD-027538,05-05-2026,B,98.39,1
ORD-027539,17-05-2026,B,87.05,1
ORD-027540,03-05-2026,B,83.79,1
ORD-027541,16-05-2026,B,96.56,1
ORD-027542,03-05-2026,B,87.86,1
ORD-027543,17-05-2026,B,110.2,1
ORD-027544,12-05-2026,B,124.89,0
ORD-027545,18-05-2026,B,109.38,1
ORD-027546,06-05-2026,B,92.99,1
ORD-027547,28-05-2026,B,77.86,1
ORD-027548,28-05-2026,B,108.64,1
ORD-027549,25-05-2026,B,78.3,1
ORD-027550,28-05-2026,B,82.62,1
ORD-027551,07-05-2026,B,121.26,1
ORD-027552,26-05-2026,B,91.78,1
ORD-027553,20-05-2026,B,128.03,0
ORD-027554,13-05-2026,B,112.27,1
ORD-027555,19-05-2026,B,102.69,1
ORD-027556,04-05-2026,B,97.59,1
ORD-027557,10-05-2026,B,83.14,1
ORD-027558,28-05-2026,B,132.82,1
ORD-027559,08-05-2026,B,77.44,1
ORD-027560,20-05-2026,B,63.1,1
ORD-027561,23-05-2026,B,93.08,1
ORD-027562,08-05-2026,B,84.85,1
ORD-027563,07-05-2026,B,98.79,1
ORD-027564,05-05-2026,B,125.77,1
ORD-027565,18-05-2026,B,100.59,1
ORD-027566,14-05-2026,B,74.91,1
ORD-027567,22-05-2026,B,88.75,1
ORD-027568,28-05-2026,B,100.43,1
ORD-027569,21-05-2026,B,82.07,1
ORD-027570,30-05-2026,B,102.68,1
ORD-027571,14-05-2026,B,142,1
ORD-027572,08-05-2026,B,114.61,1
ORD-027573,03-05-2026,B,109.8,1
ORD-027574,17-05-2026,B,96.06,1
ORD-027575,02-05-2026,B,120.08,1
ORD-027576,09-05-2026,B,92.29,1
ORD-027577,03-05-2026,B,118.46,1
ORD-027578,02-05-2026,B,97.89,1
ORD-027579,12-05-2026,B,101.43,1
ORD-027580,28-05-2026,B,125.72,1
ORD-027581,24-05-2026,B,93.44,1
ORD-027582,24-05-2026,B,69.34,1
ORD-027583,07-05-2026,B,58.4,1
ORD-027584,20-05-2026,B,82.64,1
ORD-027585,01-05-2026,B,112.41,1
ORD-027586,15-05-2026,B,105.76,1
ORD-027587,14-05-2026,B,91.93,1
ORD-027588,23-05-2026,B,88.87,1
ORD-027589,22-05-2026,B,78.2,1
ORD-027590,19-05-2026,B,112.88,1
ORD-027591,07-05-2026,B,85.64,1
ORD-027592,02-05-2026,B,107.94,1
ORD-027593,01-05-2026,B,77.61,1
ORD-027594,09-05-2026,B,107.07,1
ORD-027595,20-05-2026,B,90.02,1
ORD-027596,05-05-2026,B,106.92,1
ORD-027597,12-05-2026,B,68.41,1
ORD-027598,01-05-2026,B,89.98,1
ORD-027599,22-05-2026,B,82.27,1
ORD-027600,22-05-2026,B,121.04,1
ORD-027601,23-05-2026,B,132.42,1
ORD-027602,07-05-2026,B,140.6,1
ORD-027603,06-05-2026,B,120.06,1
ORD-027604,28-05-2026,B,131.29,0
ORD-027605,19-05-2026,B,112.89,1
ORD-027606,29-05-2026,B,62.24,1
ORD-027607,29-05-2026,B,100.67,1
ORD-027608,03-05-2026,B,81.97,1
ORD-027609,29-05-2026,B,99.56,1
ORD-027610,05-05-2026,B,104.87,1
ORD-027611,17-05-2026,B,88.07,1
ORD-027612,18-05-2026,B,81.03,0
ORD-027613,16-05-2026,B,123.63,1
ORD-027614,12-05-2026,B,108.97,1
ORD-027615,13-05-2026,B,89.08,1
ORD-027616,09-05-2026,B,106.87,1
ORD-027617,22-05-2026,B,90.7,1
ORD-027618,27-05-2026,B,104.93,1
ORD-027619,30-05-2026,B,99.76,1
ORD-027620,18-05-2026,B,103.64,1
ORD-027621,19-05-2026,B,128.21,1
ORD-027622,02-05-2026,B,112.47,1
ORD-027623,01-05-2026,B,143.73,1
ORD-027624,24-05-2026,B,85.08,1
ORD-027625,11-05-2026,B,128.45,1
ORD-027626,22-05-2026,B,122.85,1
ORD-027627,27-05-2026,B,139.99,1
ORD-027628,06-05-2026,B,87.04,1
ORD-027629,17-05-2026,B,93.73,1
ORD-027630,14-05-2026,B,128.9,1
ORD-027631,25-05-2026,B,113.83,1
ORD-027632,25-05-2026,B,95.48,1
ORD-027633,13-05-2026,B,55.18,1
ORD-027634,12-05-2026,B,113.17,0
ORD-027635,10-05-2026,B,121.69,1
ORD-027636,06-05-2026,B,95.42,1
ORD-027637,30-05-2026,B,94.43,1
ORD-027638,13-05-2026,B,94.06,1
ORD-027639,19-05-2026,B,70.32,1
ORD-027640,14-05-2026,B,85.48,1
ORD-027641,25-05-2026,B,142.46,1
ORD-027642,24-05-2026,B,83.09,1
ORD-027643,13-05-2026,B,102.56,0
ORD-027644,11-05-2026,B,63.93,1
ORD-027645,13-05-2026,B,91.36,1
ORD-027646,23-05-2026,B,76.59,1
ORD-027647,13-05-2026,B,92.12,1
ORD-027648,11-05-2026,B,85.8,1
ORD-027649,15-05-2026,B,113.85,1
ORD-027650,29-05-2026,B,103.55,1
ORD-027651,11-05-2026,B,74.71,0
ORD-027652,25-05-2026,B,69.82,1
ORD-027653,05-05-2026,B,121.53,1
ORD-027654,10-05-2026,B,69.65,1
ORD-027655,03-05-2026,B,103.31,1
ORD-027656,24-05-2026,B,59.81,1
ORD-027657,12-05-2026,B,76.08,1
ORD-027658,13-05-2026,B,64.03,1
ORD-027659,10-05-2026,B,101.18,1
ORD-027660,18-05-2026,B,76.1,1
ORD-027661,28-05-2026,B,93.21,1
ORD-027662,20-05-2026,B,96.49,0
ORD-027663,15-05-2026,B,93.65,1
ORD-027664,06-05-2026,B,84.47,1
ORD-027665,17-05-2026,B,93.77,1
ORD-027666,21-05-2026,B,84.9,1
ORD-027667,14-05-2026,B,83.59,1
ORD-027668,13-05-2026,B,74.28,1
ORD-027669,03-05-2026,B,120.31,1
ORD-027670,07-05-2026,B,92.29,1
ORD-027671,23-05-2026,B,108.91,1
ORD-027672,01-05-2026,B,111.64,1
ORD-027673,13-05-2026,B,73.4,1
ORD-027674,10-05-2026,B,101.29,1
ORD-027675,10-05-2026,B,76.22,0
ORD-027676,13-05-2026,B,99.53,1
ORD-027677,08-05-2026,B,59.97,1
ORD-027678,20-05-2026,B,128.83,0
ORD-027679,09-05-2026,B,98.15,1
ORD-027680,22-05-2026,B,95.05,1
ORD-027681,13-05-2026,B,107.32,1
ORD-027682,30-05-2026,B,115.51,1
ORD-027683,28-05-2026,B,79.18,1
ORD-027684,22-05-2026,B,85.15,1
ORD-027685,19-05-2026,B,93.89,1
ORD-027686,12-05-2026,B,101.48,1
ORD-027687,09-05-2026,B,95.29,0
ORD-027688,12-05-2026,B,87.05,1
ORD-027689,01-05-2026,B,103.24,1
ORD-027690,03-05-2026,B,125.41,1
ORD-027691,22-05-2026,B,75.57,1
ORD-027692,22-05-2026,B,117.98,1
ORD-027693,05-05-2026,B,41.47,1
ORD-027694,21-05-2026,B,117.82,1
ORD-027695,01-05-2026,B,131.71,1
ORD-027696,23-05-2026,B,98.06,1
ORD-027697,24-05-2026,B,111.97,0
ORD-027698,30-05-2026,B,80.78,1
ORD-027699,01-05-2026,B,92.54,1
ORD-027700,29-05-2026,B,68.31,1
ORD-027701,07-05-2026,B,129.11,1
ORD-027702,03-05-2026,B,107.45,1
ORD-027703,14-05-2026,B,76.76,1
ORD-027704,15-05-2026,B,82.13,1
ORD-027705,16-05-2026,B,105.25,0
ORD-027706,11-05-2026,B,101.53,1
ORD-027707,30-05-2026,B,154.39,1
ORD-027708,12-05-2026,B,87.8,1
ORD-027709,02-05-2026,B,66.6,1
ORD-027710,13-05-2026,B,86.68,1
ORD-027711,04-05-2026,B,98.09,1
ORD-027712,16-05-2026,B,82.77,1
ORD-027713,20-05-2026,B,68.69,1
ORD-027714,23-05-2026,B,91.94,1
ORD-027715,17-05-2026,B,89.64,1
ORD-027716,18-05-2026,B,120.19,1
ORD-027717,11-05-2026,B,92.45,1
ORD-027718,04-05-2026,B,120.23,1
ORD-027719,25-05-2026,B,100.76,0
ORD-027720,20-05-2026,B,102.13,1
ORD-027721,22-05-2026,B,107.86,1
ORD-027722,24-05-2026,B,121.83,1
ORD-027723,14-05-2026,B,124.9,1
ORD-027724,14-05-2026,B,99.61,1
ORD-027725,11-05-2026,B,91.32,0
ORD-027726,02-05-2026,B,90.16,1
ORD-027727,18-05-2026,B,105.53,1
ORD-027728,23-05-2026,B,101.29,1
ORD-027729,11-05-2026,B,147.92,1
ORD-027730,13-05-2026,B,108.55,1
ORD-027731,23-05-2026,B,98.56,1
ORD-027732,01-05-2026,B,89.69,0
ORD-027733,14-05-2026,B,90.08,1
ORD-027734,08-05-2026,B,98.19,1
ORD-027735,25-05-2026,B,80.33,1
ORD-027736,16-05-2026,B,82.74,1
ORD-027737,08-05-2026,B,99.77,1
ORD-027738,03-05-2026,B,86.78,1
ORD-027739,21-05-2026,B,44.64,1
ORD-027740,15-05-2026,B,43.48,0
ORD-027741,08-05-2026,B,101.58,1
ORD-027742,29-05-2026,B,74.52,1
ORD-027743,04-05-2026,B,108.97,1
ORD-027744,18-05-2026,B,77.11,1
ORD-027745,12-05-2026,B,71.37,1
ORD-027746,06-05-2026,B,80.38,1
ORD-027747,20-05-2026,B,98.99,0
ORD-027748,27-05-2026,B,83.54,1
ORD-027749,09-05-2026,B,74.38,1
ORD-027750,24-05-2026,B,71.25,0
ORD-027751,05-05-2026,B,89.33,1
ORD-027752,10-05-2026,B,97.07,1
ORD-027753,24-05-2026,B,101.62,1
ORD-027754,25-05-2026,B,103.41,1
ORD-027755,07-05-2026,B,102.36,1
ORD-027756,15-05-2026,B,103.71,1
ORD-027757,28-05-2026,B,97.92,1
ORD-027758,11-05-2026,B,86.7,1
ORD-027759,11-05-2026,B,58.29,1
ORD-027760,05-05-2026,B,106.79,1
ORD-027761,13-05-2026,B,95.81,1
ORD-027762,28-05-2026,B,126.25,1
ORD-027763,15-05-2026,B,119.69,1
ORD-027764,11-05-2026,B,122.63,1
ORD-027765,17-05-2026,B,89.62,1
ORD-027766,27-05-2026,B,78.55,1
ORD-027767,04-05-2026,B,83.05,1
ORD-027768,24-05-2026,B,81.55,1
ORD-027769,14-05-2026,B,110.93,1
ORD-027770,19-05-2026,B,109.88,1
ORD-027771,29-05-2026,B,89.39,1
ORD-027772,12-05-2026,B,107.86,1
ORD-027773,24-05-2026,B,102.2,0
ORD-027774,11-05-2026,B,89,1
ORD-027775,13-05-2026,B,100.8,1
ORD-027776,11-05-2026,B,84.11,1
ORD-027777,25-05-2026,B,56.08,1
ORD-027778,18-05-2026,B,116.35,1
ORD-027779,23-05-2026,B,98.8,1
ORD-027780,08-05-2026,B,91.74,1
ORD-027781,04-05-2026,B,96.45,1
ORD-027782,23-05-2026,B,101.99,1
ORD-027783,02-05-2026,B,110.26,1
ORD-027784,22-05-2026,B,88.28,1
ORD-027785,05-05-2026,B,117.34,1
ORD-027786,09-05-2026,B,125.04,1
ORD-027787,26-05-2026,B,75.14,1
ORD-027788,15-05-2026,B,117.62,0
ORD-027789,28-05-2026,B,111.8,1
ORD-027790,18-05-2026,B,112.9,1
ORD-027791,10-05-2026,B,100.26,1
ORD-027792,02-05-2026,B,59.1,1
ORD-027793,26-05-2026,B,92.74,1
ORD-027794,07-05-2026,B,80.56,1
ORD-027795,27-05-2026,B,76.68,1
ORD-027796,16-05-2026,B,121.35,1
ORD-027797,02-05-2026,B,101.69,1
ORD-027798,25-05-2026,B,101.73,1
ORD-027799,15-05-2026,B,116.08,0
ORD-027800,04-05-2026,B,103.76,1
ORD-027801,19-05-2026,B,93.44,1
ORD-027802,21-05-2026,B,78.04,1
ORD-027803,27-05-2026,B,122.25,1
ORD-027804,30-05-2026,B,107.06,1
ORD-027805,08-05-2026,B,79.86,0
ORD-027806,22-05-2026,B,114.36,1
ORD-027807,11-05-2026,B,112.67,1
ORD-027808,12-05-2026,B,99.84,1
ORD-027809,20-05-2026,B,65.3,1
ORD-027810,15-05-2026,B,123.95,1
ORD-027811,11-05-2026,B,102.37,1
ORD-027812,15-05-2026,B,107.88,1
ORD-027813,30-05-2026,B,141.97,1
ORD-027814,27-05-2026,B,65.03,1
ORD-027815,05-05-2026,B,72.01,1
ORD-027816,14-05-2026,B,103.57,1
ORD-027817,24-05-2026,B,101.49,1
ORD-027818,16-05-2026,B,72.45,1
ORD-027819,21-05-2026,B,97.6,1
ORD-027820,11-05-2026,B,107.51,1
ORD-027821,11-05-2026,B,82.77,1
ORD-027822,30-05-2026,B,99.33,1
ORD-027823,13-05-2026,B,77.88,1
ORD-027824,06-05-2026,B,99.76,1
ORD-027825,08-05-2026,B,57.13,1
ORD-027826,27-05-2026,B,79.09,1
ORD-027827,12-05-2026,B,124.34,1
ORD-027828,17-05-2026,B,73.41,1
ORD-027829,29-05-2026,B,135.17,0
ORD-027830,12-05-2026,B,99.42,1
ORD-027831,27-05-2026,B,67.24,1
ORD-027832,26-05-2026,B,132.91,1
ORD-027833,15-05-2026,B,80.14,1
ORD-027834,30-05-2026,B,82.3,1
ORD-027835,15-05-2026,B,62.75,1
ORD-027836,11-05-2026,B,85.66,1
ORD-027837,16-05-2026,B,95.4,1
ORD-027838,13-05-2026,B,64.87,1
ORD-027839,08-05-2026,B,119.54,0
ORD-027840,23-05-2026,B,107.1,1
ORD-027841,09-05-2026,B,104.96,1
ORD-027842,06-05-2026,B,57.84,1
ORD-027843,02-05-2026,B,104.67,1
ORD-027844,04-05-2026,B,103.32,1
ORD-027845,21-05-2026,B,101.53,1
ORD-027846,10-05-2026,B,75.46,1
ORD-027847,20-05-2026,B,89.43,1
ORD-027848,13-05-2026,B,85.27,1
ORD-027849,29-05-2026,B,98.54,1
ORD-027850,18-05-2026,B,119.88,1
ORD-027851,05-05-2026,B,82.18,1
ORD-027852,26-05-2026,B,99.28,1
ORD-027853,03-05-2026,B,112.41,1
ORD-027854,09-05-2026,B,92.74,1
ORD-027855,04-05-2026,B,90.47,0
ORD-027856,06-05-2026,B,93,1
ORD-027857,28-05-2026,B,118.27,1
ORD-027858,28-05-2026,B,57.99,1
ORD-027859,14-05-2026,B,95.53,1
ORD-027860,18-05-2026,B,81.77,1
ORD-027861,17-05-2026,B,57.53,1
ORD-027862,21-05-2026,B,46.14,1
ORD-027863,30-05-2026,B,112.27,1
ORD-027864,06-05-2026,B,95.22,0
ORD-027865,13-05-2026,B,79.53,1
ORD-027866,25-05-2026,B,85.34,1
ORD-027867,20-05-2026,B,99.5,1
ORD-027868,22-05-2026,B,111.1,1
ORD-027869,07-05-2026,B,117.53,1
ORD-027870,30-05-2026,B,85.17,1
ORD-027871,17-05-2026,B,114.52,1
ORD-027872,13-05-2026,B,97.18,1
ORD-027873,05-05-2026,B,114.27,1
ORD-027874,20-05-2026,B,103.22,1
ORD-027875,10-05-2026,B,81.4,1
ORD-027876,16-05-2026,B,72.2,1
ORD-027877,25-05-2026,B,112.52,1
ORD-027878,27-05-2026,B,104.26,1
ORD-027879,24-05-2026,B,90.21,1
ORD-027880,14-05-2026,B,119.57,1
ORD-027881,07-05-2026,B,98.57,1
ORD-027882,05-05-2026,B,68.45,1
ORD-027883,23-05-2026,B,81.17,1
ORD-027884,02-05-2026,B,106.5,0
ORD-027885,11-05-2026,B,106.2,1
ORD-027886,19-05-2026,B,122.9,1
ORD-027887,11-05-2026,B,122.24,1
ORD-027888,20-05-2026,B,96,1
ORD-027889,02-05-2026,B,104.91,1
ORD-027890,09-05-2026,B,100.51,1
ORD-027891,06-05-2026,B,85.33,1
ORD-027892,10-05-2026,B,104.94,1
ORD-027893,09-05-2026,B,107.56,1
ORD-027894,02-05-2026,B,130.03,1
ORD-027895,24-05-2026,B,50.45,1
ORD-027896,25-05-2026,B,83.74,1
ORD-027897,08-05-2026,B,87.43,1
ORD-027898,15-05-2026,B,107.34,1
ORD-027899,26-05-2026,B,102.2,1
ORD-027900,02-05-2026,B,76.65,1
ORD-027901,20-05-2026,B,84.04,1
ORD-027902,24-05-2026,B,108.92,0
ORD-027903,16-05-2026,B,76.01,1
ORD-027904,07-05-2026,B,114.36,1
ORD-027905,03-05-2026,B,77.27,0
ORD-027906,29-05-2026,B,87.79,1
ORD-027907,09-05-2026,B,105.35,1
ORD-027908,18-05-2026,B,129.68,0
ORD-027909,23-05-2026,B,149.99,1
ORD-027910,15-05-2026,B,91.83,1
ORD-027911,14-05-2026,B,89.01,1
ORD-027912,13-05-2026,B,125.09,1
ORD-027913,09-05-2026,B,84.41,1
ORD-027914,21-05-2026,B,98.55,1
ORD-027915,09-05-2026,B,115.05,1
ORD-027916,11-05-2026,B,85.7,1
ORD-027917,05-05-2026,B,90.46,1
ORD-027918,21-05-2026,B,117.93,1
ORD-027919,28-05-2026,B,121.36,1
ORD-027920,27-05-2026,B,89.91,1
ORD-027921,18-05-2026,B,65.12,1
ORD-027922,24-05-2026,B,68.99,1
ORD-027923,04-05-2026,B,121.86,1
ORD-027924,16-05-2026,B,81.28,0
ORD-027925,13-05-2026,B,123.86,1
ORD-027926,11-05-2026,B,96.99,1
ORD-027927,12-05-2026,B,125.02,1
ORD-027928,15-05-2026,B,82.81,1
ORD-027929,14-05-2026,B,73.14,1
ORD-027930,25-05-2026,B,117.82,1
ORD-027931,19-05-2026,B,91.35,1
ORD-027932,18-05-2026,B,101.05,0
ORD-027933,10-05-2026,B,114.69,1
ORD-027934,30-05-2026,B,115.44,0
ORD-027935,28-05-2026,B,94.52,1
ORD-027936,18-05-2026,B,100.79,0
ORD-027937,25-05-2026,B,104.73,1
ORD-027938,25-05-2026,B,92.96,1
ORD-027939,20-05-2026,B,102.57,1
ORD-027940,20-05-2026,B,111.2,1
ORD-027941,12-05-2026,B,79.54,1
ORD-027942,20-05-2026,B,117.9,1
ORD-027943,25-05-2026,B,106.17,1
ORD-027944,01-05-2026,B,103.78,1
ORD-027945,08-05-2026,B,88.88,1
ORD-027946,19-05-2026,B,148.33,1
ORD-027947,25-05-2026,B,79,1
ORD-027948,13-05-2026,B,46.87,0
ORD-027949,21-05-2026,B,150.99,1
ORD-027950,21-05-2026,B,71.07,1
ORD-027951,25-05-2026,B,82.65,1
ORD-027952,03-05-2026,B,84.36,1
ORD-027953,20-05-2026,B,103.9,1
ORD-027954,07-05-2026,B,105.22,1
ORD-027955,02-05-2026,B,107.2,1
ORD-027956,04-05-2026,B,114.36,1
ORD-027957,04-05-2026,B,96.6,1
ORD-027958,09-05-2026,B,119.46,0
ORD-027959,12-05-2026,B,111.63,0
ORD-027960,10-05-2026,B,105.51,1
