order_id,operational_date,shift,picking_time_seconds
ORD-032304,2026-05-06,B,88.3
ORD-021350,2026-05-14,A,100.75
ORD-035157,2026-05-14,B,85.07
ORD-029342,2026-05-27,B,104.94
ORD-039274,2026-05-13,B,125.17
ORD-036073,2026-05-13,B,99.51
ORD-011802,2026-05-27,A,125.91
ORD-026339,2026-05-18,B,100.92
ORD-041399,2026-05-14,B,68.4
ORD-003970,2026-05-15,A,118.14
ORD-000241,2026-05-11,A,116.01
ORD-030047,2026-05-28,B,116.21
ORD-009980,2026-05-21,A,132.25
ORD-021810,2026-05-01,A,140.87
ORD-020443,2026-05-25,A,121.12
ORD-034377,2026-05-09,B,40.77
ORD-012161,2026-05-17,A,126.96
ORD-015028,2026-05-29,A,127.46
ORD-018566,2026-05-10,A,106.45
ORD-018883,2026-05-08,A,144.38
ORD-018424,2026-05-05,A,143.65
ORD-015913,2026-05-11,A,89.34
ORD-042882,2026-05-01,B,86.7
ORD-017425,2026-05-26,A,130.68
ORD-038098,2026-05-27,B,70.38
ORD-003724,2026-05-28,A,109.81
ORD-011262,2026-05-22,A,121.91
ORD-011744,2026-05-03,A,141.89
ORD-005179,2026-05-03,A,126.37
ORD-015064,2026-05-05,A,93.88
ORD-028871,2026-05-18,B,87.73
ORD-011989,2026-05-16,A,130.4
ORD-004161,2026-05-11,A,124.45
ORD-033105,2026-05-10,B,60.43
ORD-020629,2026-05-10,A,117.95
ORD-000708,2026-05-20,A,124.95
ORD-026923,2026-05-04,B,108.65
ORD-017696,2026-05-14,A,92.39
ORD-037185,2026-05-22,B,97.68
ORD-002487,2026-05-16,A,134.83
ORD-042260,2026-05-28,B,98.03
ORD-007194,2026-05-08,A,114.38
ORD-010286,2026-05-23,A,100.37
ORD-018935,2026-05-16,A,130.04
ORD-034178,2026-05-03,B,77.21
ORD-040977,2026-05-02,B,98.64
ORD-038603,2026-05-28,B,93.1
ORD-007035,2026-05-16,A,111.13
ORD-042855,2026-05-28,B,79.11
ORD-022804,2026-05-11,B,94.66
ORD-040166,2026-05-21,B,83.8
ORD-005490,2026-05-05,A,145.77
ORD-023847,2026-05-08,B,73.41
ORD-013685,2026-05-23,A,125.97
ORD-034651,2026-05-12,B,120.19
ORD-041086,2026-05-07,B,93.42
ORD-040329,2026-05-13,B,109.44
ORD-030621,2026-05-10,B,97.96
ORD-029318,2026-05-16,B,97.76
ORD-041322,2026-05-12,B,88.2
ORD-037106,2026-05-18,B,102.51
ORD-031213,2026-05-11,B,99.27
ORD-022124,2026-05-25,A,109.74
ORD-009992,2026-05-27,A,104.26
ORD-001595,2026-05-07,A,146.65
ORD-038299,2026-05-14,B,95.75
ORD-006187,2026-05-14,A,103.87
ORD-017348,2026-05-17,A,119.26
ORD-023214,2026-05-14,B,112.47
ORD-040558,2026-05-02,B,134.65
ORD-037989,2026-05-04,B,111.91
ORD-043429,2026-05-06,B,154.93
ORD-023686,2026-05-25,B,99.22
ORD-035973,2026-05-08,B,112.63
ORD-042183,2026-05-28,B,93.24
ORD-025313,2026-05-20,B,107.42
ORD-022654,2026-05-23,B,102.72
ORD-031572,2026-05-19,B,68.25
ORD-009371,2026-05-13,A,114.83
ORD-000169,2026-05-10,A,98.44
ORD-022919,2026-05-22,B,75.16
ORD-002737,2026-05-28,A,140.91
ORD-029862,2026-05-16,B,75.75
ORD-010982,2026-05-13,A,112.28
ORD-025124,2026-05-19,B,82.14
ORD-033249,2026-05-23,B,100.55
ORD-038288,2026-05-24,B,111.39
ORD-043656,2026-05-01,B,121.85
ORD-024836,2026-05-24,B,110.15
ORD-016820,2026-05-01,A,143.04
ORD-005112,2026-05-05,A,123.01
ORD-039030,2026-05-27,B,100.17
ORD-007423,2026-05-10,A,108.18
ORD-009738,2026-05-15,A,122.45
ORD-010543,2026-05-23,A,113.8
ORD-041811,2026-05-22,B,116.24
ORD-029794,2026-05-03,B,96.64
ORD-028189,2026-05-09,B,93.79
ORD-014338,2026-05-22,A,105.13
ORD-026571,2026-05-28,B,101.18
ORD-023003,2026-05-23,B,84.78
ORD-027641,2026-05-25,B,142.46
ORD-030278,2026-05-12,B,119.52
ORD-021525,2026-05-13,A,133.65
ORD-020362,2026-05-21,A,96.86
ORD-030274,2026-05-20,B,113.63
ORD-014105,2026-05-15,A,112.47
ORD-042027,2026-05-13,B,106.56
ORD-011447,2026-05-22,A,138.72
ORD-005703,2026-05-15,A,114.68
ORD-026612,2026-05-17,B,104.74
ORD-042479,2026-05-05,B,66.95
ORD-041827,2026-05-25,B,67.73
ORD-037265,2026-05-16,B,117.62
ORD-001388,2026-05-25,A,129.87
ORD-003916,2026-05-14,A,125.59
ORD-002565,2026-05-15,A,115.04
ORD-024117,2026-05-01,B,106.29
ORD-036140,2026-05-17,B,95.98
ORD-000134,2026-05-21,A,121.83
ORD-020563,2026-05-18,A,125.97
ORD-037842,2026-05-24,B,86.38
ORD-004326,2026-05-19,A,133.68
ORD-015960,2026-05-15,A,145.33
ORD-016653,2026-05-03,A,92.83
ORD-036987,2026-05-14,B,71.94
ORD-044516,2026-05-07,B,76.13
ORD-017645,2026-05-08,A,105.61
ORD-025393,2026-05-06,B,113.83
ORD-016609,2026-05-24,A,153.25
ORD-015000,2026-05-14,A,121.04
ORD-022706,2026-05-08,B,97.1
ORD-008487,2026-05-18,A,96.88
ORD-016045,2026-05-04,A,121.64
ORD-034483,2026-05-28,B,84.02
ORD-021963,2026-05-05,A,111.24
ORD-044303,2026-05-07,B,122.44
ORD-018258,2026-05-08,A,121.62
ORD-009123,2026-05-21,A,111.17
ORD-027273,2026-05-25,B,125.33
ORD-028331,2026-05-01,B,95.82
ORD-042734,2026-05-17,B,118.64
ORD-029131,2026-05-11,B,88.14
ORD-009732,2026-05-17,A,114.77
ORD-021002,2026-05-23,A,133.44
ORD-033540,2026-05-09,B,116.49
ORD-019441,2026-05-09,A,117.64
ORD-008232,2026-05-26,A,121.28
ORD-014988,2026-05-04,A,128.53
ORD-016594,2026-05-20,A,97.2
ORD-034685,2026-05-09,B,106.24
ORD-027257,2026-05-21,B,69.42
ORD-042432,2026-05-08,B,79.02
ORD-039980,2026-05-13,B,75.9
ORD-007800,2026-05-17,A,142.05
ORD-020345,2026-05-19,A,131.83
ORD-025755,2026-05-12,B,99.87
ORD-006168,2026-05-23,A,136.04
ORD-003981,2026-05-13,A,115.32
ORD-029391,2026-05-15,B,93.47
ORD-034389,2026-05-09,B,85.95
ORD-015483,2026-05-08,A,142.31
ORD-029601,2026-05-06,B,82.45
ORD-025536,2026-05-29,B,59.71
ORD-042536,2026-05-12,B,81.16
ORD-008907,2026-05-04,A,99.43
ORD-039836,2026-05-02,B,86.92
ORD-023802,2026-05-25,B,128.06
ORD-028500,2026-05-06,B,74.23
ORD-032074,2026-05-05,B,83.78
ORD-014111,2026-05-24,A,112.9
ORD-033567,2026-05-25,B,71.86
ORD-017976,2026-05-11,A,116.39
ORD-016472,2026-05-26,A,125.19
ORD-042303,2026-05-16,B,130.99
ORD-039074,2026-05-15,B,63.0
ORD-018693,2026-05-18,A,123.88
ORD-011175,2026-05-03,A,120.38
ORD-031834,2026-05-25,B,95.09
ORD-016625,2026-05-04,A,95.13
ORD-024367,2026-05-20,B,106.08
ORD-020612,2026-05-03,A,125.35
ORD-004366,2026-05-28,A,134.5
ORD-015260,2026-05-30,A,136.47
ORD-013993,2026-05-22,A,132.83
ORD-041888,2026-05-18,B,60.41
ORD-005293,2026-05-13,A,117.42
ORD-021271,2026-05-24,A,124.67
ORD-005287,2026-05-29,A,104.68
ORD-030666,2026-05-09,B,91.08
ORD-021992,2026-05-04,A,117.75
ORD-019632,2026-05-03,A,143.61
ORD-001993,2026-05-19,A,124.15
ORD-020175,2026-05-26,A,104.35
ORD-043088,2026-05-23,B,88.86
ORD-022766,2026-05-04,B,107.06
ORD-039301,2026-05-10,B,67.47
ORD-011307,2026-05-22,A,120.43
ORD-014081,2026-05-03,A,103.63
ORD-029624,2026-05-16,B,73.56
ORD-013167,2026-05-01,A,118.54
ORD-030959,2026-05-21,B,103.46
ORD-036374,2026-05-29,B,92.08
ORD-017853,2026-05-16,A,123.05
ORD-028435,2026-05-26,B,116.28
ORD-007641,2026-05-22,A,136.24
ORD-003919,2026-05-19,A,131.12
ORD-012482,2026-05-06,A,121.52
ORD-014493,2026-05-08,A,137.55
ORD-031609,2026-05-07,B,95.29
ORD-019245,2026-05-29,A,110.16
ORD-012903,2026-05-25,A,123.51
ORD-041165,2026-05-12,B,110.68
ORD-023161,2026-05-13,B,108.68
ORD-007299,2026-05-18,A,130.67
ORD-014236,2026-05-06,A,146.05
ORD-035370,2026-05-16,B,41.29
ORD-019815,2026-05-19,A,123.27
ORD-043428,2026-05-03,B,86.92
ORD-005118,2026-05-05,A,113.57
ORD-033139,2026-05-05,B,89.42
ORD-028089,2026-05-22,B,94.02
ORD-008354,2026-05-20,A,140.88
ORD-003913,2026-05-03,A,124.75
ORD-038269,2026-05-20,B,105.06
ORD-005347,2026-05-28,A,118.51
ORD-027965,2026-05-29,B,89.8
ORD-000714,2026-05-04,A,108.96
ORD-023393,2026-05-11,B,94.13
ORD-004716,2026-05-02,A,138.94
ORD-007914,2026-05-23,A,111.47
ORD-026944,2026-05-30,B,52.92
ORD-035905,2026-05-11,B,95.31
ORD-032574,2026-05-10,B,72.83
ORD-017755,2026-05-20,A,119.81
ORD-043043,2026-05-21,B,117.16
ORD-030691,2026-05-03,B,119.15
ORD-024313,2026-05-03,B,100.86
ORD-024340,2026-05-11,B,91.48
ORD-043133,2026-05-11,B,94.42
ORD-022606,2026-05-23,B,83.66
ORD-022655,2026-05-30,B,93.26
ORD-005728,2026-05-14,A,109.23
ORD-005385,2026-05-21,A,142.8
ORD-021389,2026-05-13,A,95.17
ORD-015686,2026-05-21,A,103.97
ORD-005253,2026-05-12,A,121.31
ORD-003839,2026-05-17,A,144.98
ORD-030000,2026-05-11,B,85.41
ORD-020756,2026-05-23,A,118.2
ORD-027341,2026-05-14,B,122.56
ORD-015274,2026-05-26,A,136.17
ORD-012551,2026-05-01,A,125.97
ORD-014438,2026-05-19,A,129.55
ORD-042583,2026-05-20,B,84.96
ORD-040949,2026-05-06,B,94.54
ORD-018561,2026-05-16,A,111.55
ORD-032982,2026-05-26,B,91.36
ORD-016729,2026-05-12,A,110.99
ORD-011250,2026-05-12,A,99.25
ORD-010410,2026-05-07,A,132.64
ORD-035168,2026-05-02,B,67.33
ORD-011767,2026-05-09,A,129.74
ORD-011526,2026-05-12,A,121.29
ORD-020441,2026-05-10,A,113.75
ORD-035094,2026-05-24,B,72.14
ORD-036354,2026-05-22,B,69.75
ORD-035539,2026-05-13,B,94.75
ORD-044743,2026-05-22,B,110.33
ORD-019109,2026-05-03,A,138.99
ORD-013216,2026-05-10,A,139.53
ORD-034934,2026-05-26,B,103.56
ORD-011638,2026-05-26,A,106.89
ORD-015901,2026-05-12,A,128.65
ORD-040833,2026-05-26,B,94.93
ORD-033572,2026-05-23,B,106.56
ORD-038034,2026-05-13,B,81.74
ORD-043906,2026-05-04,B,77.6
ORD-008991,2026-05-10,A,143.28
ORD-036017,2026-05-16,B,107.96
ORD-026509,2026-05-10,B,107.07
ORD-032395,2026-05-21,B,99.59
ORD-037924,2026-05-03,B,112.67
ORD-003039,2026-05-18,A,128.12
ORD-043666,2026-05-03,B,109.01
ORD-021152,2026-05-30,A,110.36
ORD-039151,2026-05-04,B,90.9
ORD-002556,2026-05-24,A,120.31
ORD-012373,2026-05-10,A,113.14
ORD-036611,2026-05-27,B,103.76
ORD-032721,2026-05-14,B,82.24
ORD-025700,2026-05-14,B,111.06
ORD-020833,2026-05-24,A,127.86
ORD-030258,2026-05-10,B,82.98
ORD-005311,2026-05-25,A,99.69
ORD-036686,2026-05-24,B,126.45
ORD-043460,2026-05-23,B,85.15
ORD-001324,2026-05-21,A,118.68
ORD-042966,2026-05-04,B,95.44
ORD-012285,2026-05-13,A,99.69
ORD-014091,2026-05-18,A,123.66
ORD-007104,2026-05-17,A,107.79
ORD-022534,2026-05-28,B,126.62
ORD-032176,2026-05-22,B,101.06
ORD-033854,2026-05-11,B,108.11
ORD-005184,2026-05-14,A,109.95
ORD-038333,2026-05-23,B,63.96
ORD-036841,2026-05-01,B,79.88
ORD-040220,2026-05-29,B,115.09
ORD-022576,2026-05-20,B,86.94
ORD-006888,2026-05-14,A,130.72
ORD-001866,2026-05-29,A,126.63
ORD-011774,2026-05-30,A,111.9
ORD-004276,2026-05-19,A,116.86
ORD-017503,2026-05-04,A,130.55
ORD-035822,2026-05-12,B,82.12
ORD-044193,2026-05-29,B,60.54
ORD-007053,2026-05-13,A,119.65
ORD-033788,2026-05-23,B,65.06
ORD-014308,2026-05-28,A,107.63
ORD-011843,2026-05-14,A,106.45
ORD-019479,2026-05-05,A,117.81
ORD-021085,2026-05-04,A,97.91
ORD-009197,2026-05-09,A,122.71
ORD-004357,2026-05-26,A,146.31
ORD-014951,2026-05-10,A,127.18
ORD-003531,2026-05-29,A,121.54
ORD-029597,2026-05-03,B,90.49
ORD-000474,2026-05-16,A,108.48
ORD-019356,2026-05-18,A,110.94
ORD-005366,2026-05-01,A,144.92
ORD-030846,2026-05-11,B,57.16
ORD-022955,2026-05-24,B,108.67
ORD-013940,2026-05-16,A,97.99
ORD-043014,2026-05-28,B,133.65
ORD-040919,2026-05-19,B,100.33
ORD-042343,2026-05-02,B,111.96
ORD-020499,2026-05-28,A,134.38
ORD-009537,2026-05-09,A,133.82
ORD-022012,2026-05-30,A,109.85
ORD-005508,2026-05-18,A,120.34
ORD-016304,2026-05-22,A,139.53
ORD-018807,2026-05-09,A,131.16
ORD-043799,2026-05-08,B,93.78
ORD-038825,2026-05-12,B,84.58
ORD-003004,2026-05-06,A,111.46
ORD-043076,2026-05-28,B,110.44
ORD-000705,2026-05-06,A,107.09
ORD-009662,2026-05-29,A,112.45
ORD-030163,2026-05-02,B,105.15
ORD-029600,2026-05-11,B,98.98
ORD-001825,2026-05-28,A,115.44
ORD-028475,2026-05-18,B,102.29
ORD-042934,2026-05-18,B,114.33
ORD-043453,2026-05-04,B,87.22
ORD-009530,2026-05-04,A,117.2
ORD-029607,2026-05-15,B,101.41
ORD-027048,2026-05-24,B,160.74
ORD-033219,2026-05-30,B,124.5
ORD-041800,2026-05-02,B,65.35
ORD-015055,2026-05-18,A,120.0
ORD-013244,2026-05-05,A,140.89
ORD-003586,2026-05-01,A,104.78
ORD-017768,2026-05-28,A,94.64
ORD-007671,2026-05-08,A,108.62
ORD-035757,2026-05-19,B,116.79
ORD-024493,2026-05-05,B,138.05
ORD-029907,2026-05-09,B,88.78
ORD-010217,2026-05-03,A,116.3
ORD-019639,2026-05-01,A,118.09
ORD-007181,2026-05-07,A,128.34
ORD-041672,2026-05-22,B,157.88
ORD-023285,2026-05-10,B,128.37
ORD-034290,2026-05-22,B,71.54
ORD-036221,2026-05-27,B,88.44
ORD-024039,2026-05-30,B,83.55
ORD-014240,2026-05-28,A,134.78
ORD-026037,2026-05-21,B,72.98
ORD-007933,2026-05-22,A,152.02
ORD-020495,2026-05-17,A,108.49
ORD-008388,2026-05-09,A,111.52
ORD-026588,2026-05-08,B,123.74
ORD-017744,2026-05-19,A,115.44
ORD-008298,2026-05-14,A,105.64
ORD-022075,2026-05-01,A,116.8
ORD-038390,2026-05-10,B,97.33
ORD-004005,2026-05-23,A,119.34
ORD-033375,2026-05-06,B,109.17
ORD-000258,2026-05-09,A,125.32
ORD-021309,2026-05-01,A,110.83
ORD-026260,2026-05-11,B,111.69
ORD-032835,2026-05-07,B,84.68
ORD-010462,2026-05-17,A,113.08
ORD-022850,2026-05-14,B,123.6
ORD-008250,2026-05-09,A,127.72
ORD-021955,2026-05-15,A,126.98
ORD-041368,2026-05-02,B,97.29
ORD-012593,2026-05-11,A,132.52
ORD-041185,2026-05-05,B,68.98
ORD-001263,2026-05-09,A,126.27
ORD-005534,2026-05-19,A,126.37
ORD-008437,2026-05-23,A,130.02
ORD-037542,2026-05-23,B,110.45
ORD-031241,2026-05-04,B,60.77
ORD-019735,2026-05-17,A,121.91
ORD-025645,2026-05-23,B,52.28
ORD-031801,2026-05-28,B,53.73
ORD-038510,2026-05-10,B,70.55
ORD-001794,2026-05-29,A,111.56
ORD-041353,2026-05-25,B,109.75
ORD-020882,2026-05-18,A,108.56
ORD-022981,2026-05-05,B,115.24
ORD-012458,2026-05-08,A,122.01
ORD-016342,2026-05-16,A,88.56
ORD-035737,2026-05-25,B,103.84
ORD-035129,2026-05-11,B,90.54
ORD-041978,2026-05-02,B,86.42
ORD-007393,2026-05-08,A,116.81
ORD-043473,2026-05-11,B,97.98
ORD-001450,2026-05-19,A,106.86
ORD-039087,2026-05-05,B,102.71
ORD-007039,2026-05-02,A,122.04
ORD-034003,2026-05-28,B,100.41
ORD-032548,2026-05-25,B,127.38
ORD-042414,2026-05-28,B,112.22
ORD-014218,2026-05-10,A,93.95
ORD-010025,2026-05-20,A,128.78
ORD-009055,2026-05-20,A,118.69
ORD-028246,2026-05-16,B,110.93
ORD-033845,2026-05-22,B,79.46
ORD-025686,2026-05-17,B,86.72
ORD-011058,2026-05-24,A,111.68
ORD-013138,2026-05-19,A,114.18
ORD-043770,2026-05-06,B,68.62
ORD-042300,2026-05-28,B,82.95
ORD-003059,2026-05-07,A,118.05
ORD-014734,2026-05-30,A,102.31
ORD-036141,2026-05-12,B,127.42
ORD-014675,2026-05-07,A,125.14
ORD-004228,2026-05-16,A,105.61
ORD-018675,2026-05-29,A,111.93
ORD-015656,2026-05-10,A,115.39
ORD-013493,2026-05-03,A,118.35
ORD-040436,2026-05-11,B,69.33
ORD-031012,2026-05-26,B,81.18
ORD-017464,2026-05-01,A,105.74
ORD-033791,2026-05-21,B,110.26
ORD-003444,2026-05-15,A,136.69
ORD-026532,2026-05-04,B,111.15
ORD-025303,2026-05-30,B,116.85
ORD-015371,2026-05-21,A,84.84
ORD-039320,2026-05-29,B,71.17
ORD-016651,2026-05-20,A,124.33
ORD-014976,2026-05-23,A,111.96
ORD-018058,2026-05-03,A,103.35
ORD-020107,2026-05-14,A,117.44
ORD-010498,2026-05-11,A,88.15
ORD-024119,2026-05-11,B,127.38
ORD-011883,2026-05-02,A,113.44
ORD-014440,2026-05-20,A,142.53
ORD-010717,2026-05-28,A,105.81
ORD-043541,2026-05-30,B,73.48
ORD-027140,2026-05-24,B,101.84
ORD-013399,2026-05-01,A,135.92
ORD-030596,2026-05-24,B,118.83
ORD-040334,2026-05-28,B,72.48
ORD-027907,2026-05-09,B,105.35
ORD-029553,2026-05-19,B,97.14
ORD-000571,2026-05-15,A,138.14
ORD-042801,2026-05-23,B,66.97
ORD-013251,2026-05-10,A,96.91
ORD-017022,2026-05-04,A,146.86
ORD-031216,2026-05-02,B,112.82
ORD-039478,2026-05-01,B,94.73
ORD-023775,2026-05-15,B,78.54
ORD-016577,2026-05-27,A,112.82
ORD-017661,2026-05-06,A,115.73
ORD-024963,2026-05-02,B,91.55
ORD-030211,2026-05-27,B,104.92
ORD-028113,2026-05-20,B,89.46
ORD-020350,2026-05-11,A,130.77
ORD-043147,2026-05-23,B,113.98
ORD-026576,2026-05-02,B,77.57
ORD-026971,2026-05-12,B,134.0
ORD-012255,2026-05-26,A,115.84
ORD-015652,2026-05-07,A,135.47
ORD-025879,2026-05-17,B,75.82
ORD-017279,2026-05-25,A,119.19
ORD-003166,2026-05-03,A,123.48
ORD-007402,2026-05-07,A,116.71
ORD-012858,2026-05-11,A,126.1
ORD-014296,2026-05-27,A,124.94
ORD-030052,2026-05-26,B,118.79
ORD-029028,2026-05-19,B,128.82
ORD-033878,2026-05-16,B,100.48
ORD-023443,2026-05-19,B,97.73
ORD-001688,2026-05-16,A,121.35
ORD-024215,2026-05-23,B,41.16
ORD-021147,2026-05-16,A,110.15
ORD-031924,2026-05-09,B,65.89
ORD-002350,2026-05-21,A,131.67
ORD-019749,2026-05-14,A,125.38
ORD-008098,2026-05-28,A,141.2
ORD-035247,2026-05-22,B,76.51
ORD-016273,2026-05-09,A,134.48
ORD-004648,2026-05-29,A,107.8
ORD-012268,2026-05-08,A,102.48
ORD-000464,2026-05-21,A,115.81
ORD-016464,2026-05-28,A,131.62
ORD-002052,2026-05-26,A,130.54
ORD-014766,2026-05-09,A,139.26
ORD-008440,2026-05-26,A,113.93
ORD-022904,2026-05-18,B,114.49
ORD-005849,2026-05-25,A,115.62
ORD-037208,2026-05-12,B,67.62
ORD-039887,2026-05-25,B,120.98
ORD-006949,2026-05-23,A,119.78
ORD-023895,2026-05-18,B,73.28
ORD-016813,2026-05-23,A,113.95
ORD-031358,2026-05-30,B,81.81
ORD-031270,2026-05-12,B,77.8
ORD-019725,2026-05-28,A,115.19
ORD-003051,2026-05-18,A,130.51
ORD-011710,2026-05-20,A,138.99
ORD-033024,2026-05-30,B,89.84
ORD-002617,2026-05-07,A,98.42
ORD-010433,2026-05-15,A,118.47
ORD-042870,2026-05-28,B,93.55
ORD-022844,2026-05-01,B,90.22
ORD-014732,2026-05-11,A,136.51
ORD-002309,2026-05-07,A,113.14
ORD-004647,2026-05-04,A,132.64
ORD-024506,2026-05-28,B,127.94
ORD-031954,2026-05-27,B,70.49
ORD-000277,2026-05-29,A,137.13
ORD-001370,2026-05-22,A,144.14
ORD-020279,2026-05-13,A,102.24
ORD-019873,2026-05-07,A,125.55
ORD-024754,2026-05-05,B,123.56
ORD-008089,2026-05-22,A,93.01
ORD-035913,2026-05-02,B,74.91
ORD-029014,2026-05-02,B,134.99
ORD-018839,2026-05-25,A,133.67
ORD-011853,2026-05-10,A,124.94
ORD-041146,2026-05-16,B,108.61
ORD-040627,2026-05-18,B,125.34
ORD-026132,2026-05-11,B,70.63
ORD-011950,2026-05-08,A,104.8
ORD-042900,2026-05-26,B,87.86
ORD-004162,2026-05-25,A,115.63
ORD-039849,2026-05-06,B,120.11
ORD-024242,2026-05-06,B,108.08
ORD-010936,2026-05-02,A,113.34
ORD-042356,2026-05-30,B,75.66
ORD-019693,2026-05-23,A,99.0
ORD-004058,2026-05-15,A,137.96
ORD-002467,2026-05-25,A,129.89
ORD-002592,2026-05-03,A,133.92
ORD-030205,2026-05-02,B,94.43
ORD-012370,2026-05-25,A,116.73
ORD-023799,2026-05-07,B,100.04
ORD-003461,2026-05-12,A,136.22
ORD-027932,2026-05-18,B,101.05
ORD-011996,2026-05-26,A,124.97
ORD-032809,2026-05-07,B,100.12
ORD-005686,2026-05-25,A,139.7
ORD-007624,2026-05-27,A,139.9
ORD-036203,2026-05-04,B,106.85
ORD-028513,2026-05-14,B,109.58
ORD-013596,2026-05-30,A,114.49
ORD-016228,2026-05-11,A,120.5
ORD-026957,2026-05-06,B,90.6
ORD-005410,2026-05-21,A,121.13
ORD-015033,2026-05-27,A,133.54
ORD-018629,2026-05-18,A,125.44
ORD-001024,2026-05-23,A,122.24
ORD-003273,2026-05-03,A,116.07
ORD-014627,2026-05-30,A,110.23
ORD-019357,2026-05-07,A,93.8
ORD-006843,2026-05-15,A,154.94
ORD-015172,2026-05-16,A,136.76
ORD-017916,2026-05-02,A,145.93
ORD-006245,2026-05-16,A,110.69
ORD-009098,2026-05-26,A,98.75
ORD-023869,2026-05-10,B,153.88
ORD-018242,2026-05-21,A,120.48
ORD-040638,2026-05-26,B,102.3
ORD-019239,2026-05-17,A,80.95
ORD-006754,2026-05-25,A,142.31
ORD-003738,2026-05-01,A,120.43
ORD-003443,2026-05-17,A,110.18
ORD-023622,2026-05-09,B,105.32
ORD-035451,2026-05-17,B,101.89
ORD-021185,2026-05-04,A,111.41
ORD-016205,2026-05-08,A,109.82
ORD-023857,2026-05-12,B,74.6
ORD-009086,2026-05-01,A,116.32
ORD-011628,2026-05-27,A,107.7
ORD-026364,2026-05-27,B,83.86
ORD-038392,2026-05-15,B,64.31
ORD-043287,2026-05-18,B,74.43
ORD-038003,2026-05-29,B,85.63
ORD-017253,2026-05-21,A,125.49
ORD-005046,2026-05-21,A,124.56
ORD-013976,2026-05-30,A,113.76
ORD-018340,2026-05-04,A,112.44
ORD-001313,2026-05-15,A,117.08
ORD-044481,2026-05-08,B,95.58
ORD-042023,2026-05-10,B,105.28
ORD-015523,2026-05-07,A,94.41
ORD-026683,2026-05-18,B,121.34
ORD-015639,2026-05-23,A,125.1
ORD-032472,2026-05-27,B,78.47
ORD-013168,2026-05-16,A,121.52
ORD-015217,2026-05-20,A,144.02
ORD-020817,2026-05-08,A,140.51
ORD-030093,2026-05-12,B,126.69
ORD-044899,2026-05-28,B,64.12
ORD-011194,2026-05-09,A,113.95
ORD-023842,2026-05-03,B,103.81
ORD-016561,2026-05-17,A,136.71
ORD-018528,2026-05-22,A,112.64
ORD-009736,2026-05-19,A,118.3
ORD-033484,2026-05-03,B,103.6
ORD-000113,2026-05-30,A,129.51
ORD-022229,2026-05-06,A,136.85
ORD-001232,2026-05-29,A,111.17
ORD-015525,2026-05-23,A,121.82
ORD-022979,2026-05-16,B,69.71
ORD-022139,2026-05-12,A,117.33
ORD-041574,2026-05-15,B,106.2
ORD-037431,2026-05-21,B,103.47
ORD-003180,2026-05-25,A,101.83
ORD-021917,2026-05-28,A,120.38
ORD-006056,2026-05-24,A,136.83
ORD-034462,2026-05-30,B,71.89
ORD-040793,2026-05-10,B,80.3
ORD-016565,2026-05-27,A,117.24
ORD-006294,2026-05-08,A,116.72
ORD-034939,2026-05-17,B,91.9
ORD-009873,2026-05-04,A,96.98
ORD-013818,2026-05-04,A,123.81
ORD-040171,2026-05-04,B,121.29
ORD-036732,2026-05-11,B,73.51
ORD-028233,2026-05-15,B,88.91
ORD-018524,2026-05-09,A,145.32
ORD-033215,2026-05-22,B,101.48
ORD-017919,2026-05-29,A,156.75
ORD-013832,2026-05-09,A,114.51
ORD-001400,2026-05-24,A,125.36
ORD-007630,2026-05-10,A,122.21
ORD-003716,2026-05-27,A,130.78
ORD-038120,2026-05-22,B,81.2
ORD-018701,2026-05-09,A,104.78
ORD-011879,2026-05-13,A,122.27
ORD-024411,2026-05-22,B,97.64
ORD-036087,2026-05-25,B,86.28
ORD-010149,2026-05-09,A,120.79
ORD-018111,2026-05-22,A,117.16
ORD-005834,2026-05-16,A,127.61
ORD-007564,2026-05-27,A,118.94
ORD-022049,2026-05-08,A,111.05
ORD-044027,2026-05-13,B,109.79
ORD-026397,2026-05-03,B,51.74
ORD-001095,2026-05-17,A,121.46
ORD-035632,2026-05-04,B,110.5
ORD-021211,2026-05-08,A,133.41
ORD-000626,2026-05-10,A,113.09
ORD-044334,2026-05-17,B,82.03
ORD-005681,2026-05-29,A,114.52
ORD-030361,2026-05-27,B,77.02
ORD-013874,2026-05-25,A,106.91
ORD-022517,2026-05-15,B,97.27
ORD-008097,2026-05-15,A,129.68
ORD-020130,2026-05-07,A,143.91
ORD-035568,2026-05-26,B,152.28
ORD-018145,2026-05-07,A,134.48
ORD-029192,2026-05-01,B,55.14
ORD-030478,2026-05-24,B,105.84
ORD-013083,2026-05-12,A,111.34
ORD-015099,2026-05-30,A,134.76
ORD-015567,2026-05-26,A,146.07
ORD-016643,2026-05-07,A,123.88
ORD-010385,2026-05-03,A,106.98
ORD-040378,2026-05-01,B,131.3
ORD-027243,2026-05-25,B,107.0
ORD-018829,2026-05-24,A,119.4
ORD-007678,2026-05-25,A,136.61
ORD-036195,2026-05-19,B,108.22
ORD-003976,2026-05-19,A,118.07
ORD-010525,2026-05-10,A,111.73
ORD-000943,2026-05-15,A,143.19
ORD-016176,2026-05-29,A,121.0
ORD-038697,2026-05-02,B,117.55
ORD-038817,2026-05-20,B,97.01
ORD-012704,2026-05-03,A,126.51
ORD-034241,2026-05-07,B,127.48
ORD-028930,2026-05-11,B,106.27
